iter	Logloss
0	0.615776993
1	0.5507582466
2	0.4923042589
3	0.4399522123
4	0.3905454922
5	0.3477796496
6	0.3090616904
7	0.2747711908
8	0.2455761839
9	0.2184630365
10	0.1943438281
11	0.1737874141
12	0.1558728527
13	0.1400100678
14	0.1252097041
15	0.112773051
16	0.1019035861
17	0.0923117034
18	0.08387974556
19	0.07619890656
20	0.06942432062
21	0.06353523892
22	0.05827536376
23	0.05339920068
24	0.04909724761
25	0.0452390129
26	0.04180424008
27	0.03868530759
28	0.03594112623
29	0.03359202018
30	0.03127158996
31	0.02934470053
32	0.02734752681
33	0.02566850135
34	0.02424212394
35	0.02289336699
36	0.02173011259
37	0.02064017255
38	0.01961444437
39	0.0186420818
40	0.01781060376
41	0.01707927264
42	0.0163499366
43	0.01574812574
44	0.01518538258
45	0.01465580699
46	0.01414640686
47	0.01363960289
48	0.01325436041
49	0.01289814046
50	0.0125452388
51	0.01223006315
52	0.01188994028
53	0.01164646241
54	0.01135547187
55	0.01108402184
56	0.01086530658
57	0.01067518098
58	0.01049626169
59	0.01030889433
60	0.01014341337
61	0.009955565962
62	0.009815833347
63	0.009684320056
64	0.00952485101
65	0.009426108339
66	0.009315501858
67	0.009215293391
68	0.009099451489
69	0.009018789689
70	0.008920602973
71	0.008825372465
72	0.00876158936
73	0.008687261559
74	0.008634164703
75	0.008576387357
76	0.008516634419
77	0.008459878718
78	0.008373075761
79	0.008313543359
80	0.008262833421
81	0.008206126956
82	0.008145644198
83	0.008101865244
84	0.008057707788
85	0.008012716912
86	0.00797410927
87	0.007946023758
88	0.007917033023
89	0.007873739761
90	0.007851576922
91	0.007815106427
92	0.007774284707
93	0.007751873124
94	0.007726235048
95	0.007707869531
96	0.007689804045
97	0.007661577493
98	0.007647654493
99	0.007616918959
100	0.007594673547
101	0.007581018781
102	0.007560407387
103	0.00754602639
104	0.007530702217
105	0.00750765108
106	0.007493232644
107	0.007480161528
108	0.007468377214
109	0.007458687479
110	0.007438882836
111	0.007418551985
112	0.007405815263
113	0.00738313596
114	0.007366048012
115	0.007351258255
116	0.00734258914
117	0.007331443867
118	0.007328124032
119	0.00731635613
120	0.007303394769
121	0.007296924347
122	0.007289491772
123	0.007276605804
124	0.007272294582
125	0.007265986741
126	0.007260036372
127	0.00725586414
128	0.007253364903
129	0.007247820218
130	0.007242374006
131	0.007234533696
132	0.00722292222
133	0.007216253828
134	0.007210550153
135	0.007199201782
136	0.007191657913
137	0.007186599947
138	0.007177358977
139	0.007173859635
140	0.007164963317
141	0.007160496694
142	0.00715467198
143	0.007146714735
144	0.007139720154
145	0.007132743525
146	0.007130642278
147	0.007122965062
148	0.007118814883
149	0.00711170029
150	0.007109791885
151	0.007105032924
152	0.007102981939
153	0.007098008084
154	0.00709266342
155	0.007089679005
156	0.007083046001
157	0.007081344284
158	0.007079513835
159	0.007073609626
160	0.007071239633
161	0.007068645002
162	0.007066157561
163	0.007064055802
164	0.007061772486
165	0.007060043073
166	0.007058084919
167	0.007053052083
168	0.007050706196
169	0.007048759838
170	0.007047064788
171	0.007044687103
172	0.007039934809
173	0.007038283354
174	0.007036025681
175	0.007030878474
176	0.007028502327
177	0.007025896412
178	0.007024665514
179	0.007020815879
180	0.007015147592
181	0.007013263804
182	0.007011663637
183	0.007009968074
184	0.00700545478
185	0.00700208417
186	0.006999526978
187	0.006993558146
188	0.00699273447
189	0.006987921145
190	0.00698615378
191	0.006980486518
192	0.006976582519
193	0.006974345873
194	0.006973539635
195	0.006972756989
196	0.006972086662
197	0.006970356737
198	0.00696784314
199	0.006966784054
200	0.00696363039
201	0.006962666699
202	0.00696129476
203	0.00696049724
204	0.006958577039
205	0.006956273207
206	0.006953407778
207	0.006950922389
208	0.006948387251
209	0.006944672503
210	0.006942378416
211	0.006940673621
212	0.006939207826
213	0.006936262902
214	0.006934664273
215	0.006932622007
216	0.006931513686
217	0.006926350067
218	0.0069242719
219	0.006921631623
220	0.006920323793
221	0.006919267272
222	0.006913201507
223	0.006909973989
224	0.006906941876
225	0.006906244367
226	0.006902871192
227	0.006900791487
228	0.006899875493
229	0.006898911289
230	0.006898346102
231	0.006897565507
232	0.006896468469
233	0.006895568887
234	0.006894021032
235	0.006891457686
236	0.00688937952
237	0.00688671565
238	0.006882198766
239	0.006881388424
240	0.006880465251
241	0.006879881087
242	0.00687903587
243	0.006878350157
244	0.006876808456
245	0.006872657252
246	0.006870885784
247	0.006869291257
248	0.00686785367
249	0.006866639184
250	0.006864809761
251	0.00686391736
252	0.006862988544
253	0.006862328988
254	0.006859029154
255	0.00685754746
256	0.006853459339
257	0.006851700693
258	0.006850352859
259	0.00684994256
260	0.006848513692
261	0.00684764078
262	0.006847294589
263	0.006846008813
264	0.006844944599
265	0.006842927464
266	0.006841511931
267	0.006839518902
268	0.006839114244
269	0.006837528949
270	0.006836424218
271	0.006834717372
272	0.006833702394
273	0.006832057093
274	0.006830078423
275	0.006829737362
276	0.006827887937
277	0.006826944761
278	0.00682528869
279	0.006823481321
280	0.006823023324
281	0.006822081174
282	0.006820881048
283	0.00681997685
284	0.006817480691
285	0.006815821542
286	0.006814253686
287	0.006813672086
288	0.006812164236
289	0.006811858562
290	0.006811113869
291	0.006810651769
292	0.006809837838
293	0.006809163921
294	0.006808338193
295	0.006807696587
296	0.006806597497
297	0.006804762946
298	0.006803150469
299	0.006802591436
300	0.006800810223
301	0.006798609992
302	0.006798196616
303	0.006797848374
304	0.006795847651
305	0.006794118752
306	0.006793880265
307	0.006793430474
308	0.006791887235
309	0.006791570279
310	0.006790755322
311	0.006790079353
312	0.006787500108
313	0.006786474873
314	0.006785996874
315	0.006784034616
316	0.006782062102
317	0.006781345103
318	0.006780008553
319	0.006779670569
320	0.00677855199
321	0.006776844118
322	0.006776118914
323	0.006773964842
324	0.006771895394
325	0.006769774145
326	0.006768262192
327	0.006767550322
328	0.006767073862
329	0.006766000416
330	0.006764734129
331	0.006763874552
332	0.006762835468
333	0.006761833312
334	0.006761486609
335	0.00675978284
336	0.006759070458
337	0.006758558609
338	0.006757361047
339	0.006756927669
340	0.006756263496
341	0.006755713695
342	0.006750773689
343	0.006749625877
344	0.006749326871
345	0.006748974526
346	0.006748246245
347	0.006746556324
348	0.006745918821
349	0.006745468517
350	0.00674479819
351	0.006744437127
352	0.00674343138
353	0.006742604114
354	0.006742237409
355	0.006741746075
356	0.006740756741
357	0.006740159755
358	0.006739747917
359	0.00673937198
360	0.006738634467
361	0.006737921571
362	0.006737524094
363	0.006736662465
364	0.006735976239
365	0.006734195026
366	0.006733022595
367	0.006732658968
368	0.006729021663
369	0.006726940932
370	0.006726537812
371	0.006722976926
372	0.006721994258
373	0.006720692071
374	0.006720231509
375	0.006719484764
376	0.006717814845
377	0.006716240321
378	0.00671544075
379	0.006714485265
380	0.006714054451
381	0.006713775447
382	0.006712297343
383	0.006711437253
384	0.006709718098
385	0.006709180093
386	0.006708336415
387	0.006706238759
388	0.006705606385
389	0.006705271478
390	0.006704013397
391	0.006703608226
392	0.006703058425
393	0.006702757368
394	0.006701972157
395	0.006701313626
396	0.006698900552
397	0.00669702292
398	0.006696467477
399	0.006694948343
400	0.006693193287
401	0.006691736211
402	0.006690974592
403	0.006690225796
404	0.006689928842
405	0.006688798467
406	0.006688549722
407	0.006686381803
408	0.006684779583
409	0.006684188239
410	0.006683585612
411	0.006682657822
412	0.006682263422
413	0.006680952515
414	0.006680409894
415	0.006680076013
416	0.006678730743
417	0.006678259925
418	0.006677644475
419	0.006676725404
420	0.006675369878
421	0.006674464141
422	0.006674165136
423	0.00667392152
424	0.006673116821
425	0.00667262241
426	0.006671320222
427	0.006670967877
428	0.006669918536
429	0.006669483619
430	0.006669071268
431	0.006668008079
432	0.006667644451
433	0.006666956174
434	0.006666184811
435	0.006665567823
436	0.006665187783
437	0.006663592231
438	0.006663028582
439	0.006661910516
440	0.006661136076
441	0.006660767832
442	0.006659393842
443	0.00665857632
444	0.006656473022
445	0.006655588827
446	0.006655142626
447	0.006653717349
448	0.006653195755
449	0.006652571074
450	0.006652385927
451	0.006652060252
452	0.006651502757
453	0.006650069786
454	0.006649644613
455	0.006648967106
456	0.006648434743
457	0.00664810958
458	0.006646862783
459	0.006646161684
460	0.006645603676
461	0.006643640393
462	0.006642435139
463	0.006641795584
464	0.006640417491
465	0.006640181569
466	0.006639851278
467	0.006639110174
468	0.006638385996
469	0.006636901225
470	0.00663632937
471	0.006635941637
472	0.006635178992
473	0.006633776281
474	0.006632817719
475	0.006631691447
476	0.006631001118
477	0.006630657492
478	0.006630338997
479	0.006629658413
480	0.006629323506
481	0.006628627023
482	0.006627510495
483	0.006627203796
484	0.006626522699
485	0.006625790315
486	0.006625159479
487	0.006624807135
488	0.006623851137
489	0.006622984379
490	0.006622078643
491	0.006621720144
492	0.006621412932
493	0.006620109719
494	0.006619248602
495	0.006618262345
496	0.00661766895
497	0.006617052475
498	0.006616047754
499	0.006615078421
500	0.006614270644
501	0.006613349522
502	0.006612560208
503	0.006611458041
504	0.006610886186
505	0.006609950704
506	0.006609356282
507	0.006608703393
508	0.006608271553
509	0.006607640717
510	0.006606169281
511	0.006605676409
512	0.006604519364
513	0.006604143427
514	0.006603803904
515	0.006603310006
516	0.006602736613
517	0.00660187601
518	0.006601360571
519	0.006599864517
520	0.006599516788
521	0.006598912109
522	0.006598269477
523	0.006596358508
524	0.006595602018
525	0.006595045036
526	0.006594652175
527	0.006592575034
528	0.006591816492
529	0.00659118258
530	0.006590737918
531	0.006589948091
532	0.006589430088
533	0.006588415623
534	0.006587914544
535	0.006587034965
536	0.00658578509
537	0.006585154768
538	0.006584215182
539	0.006583503312
540	0.006583183791
541	0.00658279811
542	0.006582271901
543	0.006580543514
544	0.006580305028
545	0.006579926014
546	0.006578966939
547	0.006578145827
548	0.006577265222
549	0.006577033915
550	0.006576544633
551	0.006576155361
552	0.00657593739
553	0.0065752486
554	0.006574763421
555	0.006573986929
556	0.006573064268
557	0.00657270423
558	0.006571932867
559	0.00657079326
560	0.006570019333
561	0.006568926398
562	0.006567685242
563	0.006566677956
564	0.006565885053
565	0.006565279348
566	0.00656486751
567	0.006564485419
568	0.006564262831
569	0.00656311707
570	0.006562182613
571	0.006561169173
572	0.006560120345
573	0.006559262306
574	0.006558048333
575	0.006557158496
576	0.006555694752
577	0.006554856716
578	0.006554590534
579	0.006553186797
580	0.006552788293
581	0.006551489696
582	0.006551150686
583	0.006550178789
584	0.006549903375
585	0.006548572466
586	0.00654792009
587	0.006547381059
588	0.006546128107
589	0.006545833204
590	0.006545508042
591	0.006543897104
592	0.006543291912
593	0.006542071271
594	0.006540775751
595	0.006540233642
596	0.006539757695
597	0.006539287389
598	0.006538068287
599	0.006537208197
600	0.006536936886
601	0.006536713273
602	0.006535843951
603	0.00653550648
604	0.006534866925
605	0.006534471499
606	0.006533959651
607	0.006533625256
608	0.006533061608
609	0.006531996368
610	0.006531467081
611	0.006531093196
612	0.006530812654
613	0.006530384404
614	0.006529820755
615	0.006529415584
616	0.006528443174
617	0.006527895937
618	0.006525900343
619	0.006525473632
620	0.006525052562
621	0.006524035532
622	0.006523505733
623	0.006523098511
624	0.00652244716
625	0.00652205635
626	0.0065217476
627	0.006520968031
628	0.006520228466
629	0.006516755794
630	0.006516508075
631	0.006516081364
632	0.0065149833
633	0.006514205782
634	0.006513770865
635	0.006512603563
636	0.006512019399
637	0.006511464982
638	0.006510814144
639	0.006510416667
640	0.006509881739
641	0.006509258084
642	0.006508465693
643	0.006508159507
644	0.006507564572
645	0.006506917838
646	0.006506328545
647	0.006505307412
648	0.006504803257
649	0.006504134982
650	0.006502939984
651	0.006502034248
652	0.006501908081
653	0.006501374692
654	0.006500604868
655	0.006499564758
656	0.006498328218
657	0.00649735427
658	0.006496533671
659	0.006494660141
660	0.00649428882
661	0.006494045205
662	0.006493511815
663	0.006493221016
664	0.006492808152
665	0.00649254197
666	0.006492208089
667	0.00649164803
668	0.006491185417
669	0.00649091103
670	0.006490178132
671	0.006489624228
672	0.006489060579
673	0.006488776447
674	0.006488495391
675	0.006487341424
676	0.006487047547
677	0.006486490053
678	0.006485422761
679	0.006484567287
680	0.006483596416
681	0.006483007123
682	0.006481500298
683	0.006481104359
684	0.006480635592
685	0.006479542144
686	0.006478931311
687	0.006478724109
688	0.006478063527
689	0.00647750552
690	0.006477041882
691	0.006476262313
692	0.006475714563
693	0.006475265798
694	0.006474891399
695	0.006474430325
696	0.006473377394
697	0.006471342822
698	0.006471021763
699	0.006470396056
700	0.006469470831
701	0.006468440979
702	0.006467857841
703	0.006467249059
704	0.006466845427
705	0.006465730951
706	0.006465367323
707	0.006464746745
708	0.006464254898
709	0.006463805108
710	0.006462906552
711	0.006462196221
712	0.006461123801
713	0.006460505787
714	0.006459557995
715	0.006458951778
716	0.006458358895
717	0.006457968598
718	0.006456931053
719	0.006456763856
720	0.006456168922
721	0.006455815038
722	0.006454973411
723	0.006454549264
724	0.006453701996
725	0.006453459919
726	0.006453054236
727	0.006452717277
728	0.006452054644
729	0.006451774614
730	0.006451125828
731	0.006450888367
732	0.006449920061
733	0.006449155878
734	0.006448297839
735	0.006447743935
736	0.006447472624
737	0.006446189413
738	0.006445779113
739	0.006445508828
740	0.006444749774
741	0.00644390866
742	0.006443492206
743	0.006443069085
744	0.006442791107
745	0.00644194948
746	0.006441423784
747	0.006440906294
748	0.006440097491
749	0.006438958397
750	0.006436460699
751	0.006435545731
752	0.006435194412
753	0.006433947615
754	0.006433165994
755	0.006432664403
756	0.006432433097
757	0.006432261797
758	0.006431892014
759	0.00643137555
760	0.00643109193
761	0.006430903193
762	0.006430738047
763	0.006430156961
764	0.006429889753
765	0.006429526638
766	0.00642918968
767	0.006428743992
768	0.006428173163
769	0.006427851078
770	0.006427624387
771	0.006427384875
772	0.006426916108
773	0.006426370409
774	0.006425134382
775	0.006424203515
776	0.006423717823
777	0.006422845937
778	0.006422482822
779	0.006421981744
780	0.006421446816
781	0.00642050005
782	0.006420172836
783	0.006419799976
784	0.006419085029
785	0.006418694219
786	0.006418030047
787	0.00641771668
788	0.006416415518
789	0.006415822123
790	0.006415117946
791	0.00641447993
792	0.006414021421
793	0.006413618814
794	0.006412987979
795	0.006412421253
796	0.006412134556
797	0.006411725795
798	0.00641121446
799	0.006410952894
800	0.006410589779
801	0.006409998434
802	0.006409256305
803	0.006408795744
804	0.006408171063
805	0.006407682294
806	0.006406996581
807	0.006406264196
808	0.006405860564
809	0.006405451803
810	0.006405099459
811	0.006404554786
812	0.006404026526
813	0.006403001803
814	0.006402542267
815	0.006401750902
816	0.006399792748
817	0.006399589137
818	0.006399061902
819	0.006398612111
820	0.006397905883
821	0.006397445322
822	0.006397228376
823	0.006396232887
824	0.00639542511
825	0.006395006092
826	0.006394422954
827	0.006393866998
828	0.006393605945
829	0.006392608404
830	0.006392244776
831	0.006391724209
832	0.006391235439
833	0.006390506132
834	0.006389974281
835	0.00638956193
836	0.006388808005
837	0.006388616703
838	0.00638828436
839	0.006387306309
840	0.00638669445
841	0.006386339028
842	0.006386224657
843	0.006385803074
844	0.006385632287
845	0.006385180445
846	0.006384484987
847	0.006383722856
848	0.006383217162
849	0.006382582736
850	0.006382219108
851	0.006381743161
852	0.006380873326
853	0.006380274802
854	0.006379959384
855	0.006378912608
856	0.006378625398
857	0.006378123294
858	0.006376747765
859	0.006376281562
860	0.006375917421
861	0.006375252223
862	0.006374760377
863	0.006373900287
864	0.006373430494
865	0.006372259602
866	0.006371995471
867	0.006371005624
868	0.006370702515
869	0.006370483005
870	0.006369823961
871	0.006369345962
872	0.006369007465
873	0.006368732565
874	0.006368286364
875	0.006367425761
876	0.006366704147
877	0.006366438991
878	0.006366213326
879	0.006365691733
880	0.006365402984
881	0.006364725477
882	0.006364321845
883	0.006363975655
884	0.006363784353
885	0.006363497656
886	0.006362643208
887	0.006362426262
888	0.006362050838
889	0.00636176927
890	0.006361463597
891	0.006361078428
892	0.006360530678
893	0.006359791626
894	0.006359442872
895	0.006358394557
896	0.006357983744
897	0.006357677558
898	0.006357200585
899	0.006356954918
900	0.00635666258
901	0.00635618971
902	0.006355576312
903	0.006355233712
904	0.006354757252
905	0.006353880237
906	0.006353445319
907	0.006352597538
908	0.006352385208
909	0.006352072867
910	0.006351312788
911	0.006350653744
912	0.006350238829
913	0.006349755701
914	0.006349007417
915	0.006348657637
916	0.006348388891
917	0.006348176561
918	0.006347661635
919	0.006347297494
920	0.006346807699
921	0.006346358934
922	0.006346040439
923	0.006345123933
924	0.006344604391
925	0.006344243841
926	0.006343908934
927	0.006343381186
928	0.006342364156
929	0.006341527145
