iter	Logloss
930	0.006340579353
931	0.006340171618
932	0.006339455646
933	0.006339282807
934	0.006338866866
935	0.006338183717
936	0.006337689819
937	0.006337080525
938	0.006336121962
939	0.00633556652
940	0.006335250589
941	0.006334815159
942	0.006334218686
943	0.006333911987
944	0.00633332013
945	0.006332974965
946	0.006332463117
947	0.006331255811
948	0.006330815252
949	0.006329890026
950	0.006329309965
951	0.006327520547
952	0.006326856887
953	0.006326289648
954	0.006325973205
955	0.006325398273
956	0.006324979254
957	0.006324545876
958	0.006323926836
959	0.00632366168
960	0.006322777998
961	0.00632168455
962	0.006321074229
963	0.006320703934
964	0.006320302353
965	0.006319929494
966	0.006319601254
967	0.006318981702
968	0.006318193927
969	0.006317762087
970	0.006317446156
971	0.006317103043
972	0.006316396302
973	0.006315708025
974	0.006315178739
975	0.006314952048
976	0.006314534568
977	0.00631397092
978	0.006313465225
979	0.006312990304
980	0.006312554361
981	0.006312192784
982	0.006311971735
983	0.00631060749
984	0.006309836127
985	0.006309499681
986	0.00630914272
987	0.006308307761
988	0.00630798824
989	0.006307343044
990	0.006306957363
991	0.00630656963
992	0.006306087015
993	0.006305214103
994	0.006304958179
995	0.006304645325
996	0.006303106702
997	0.006302545618
998	0.006302180964
999	0.006301956325
